Period,City,Channel,Category,Segment,Manufacturer,Brand,Item Name,Pack_Size,Packaging,Unit_Price,Sales_Volume(KG_LTRS),Sales_Value
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,98.33,"125,029.1","45,446,883.8"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"203,165.0","74,252,141.4"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO SPAGHETTI,500G,SACHET,285.00,0.0,0.0
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,85.50,"13,228.2","3,488,527.3"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE SPAGHETTI,500G,SACHET,199.50,0.0,0.0
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,92.63,0.0,0.0
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,594.5,"217,303.2"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","3,374.2","931,299.6"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00","11,809.7","3,259,548.6"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"8,398.4","2,852,105.0"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","3,374.2","931,299.6"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"6,763.3","2,471,824.4"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.86,"16,127.7","5,914,218.1"
Sep-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,214.4","3,013,400.4"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"2,046.6","747,976.1"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"1,191.2","435,389.1"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,885.8,"323,750.8"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","3,466.9","995,175.0"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.80,"5,162.0","1,885,091.1"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00","2,080.2","612,415.4"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"4,215.6","1,540,607.4"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,101.65,"8,033.5","3,020,611.3"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,76.3,"31,896.6"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.6","1,523,116.2"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI CAPELLINI,500G,SACHET,484.50,0.0,0.0
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI,250G,SACHET,199.50,249.5,"145,857.8"
Sep-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,285.00,"3,172.8","1,325,228.0"
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,95.00,"9,067.8","3,136,505.3"
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,85.50,0.0,0.0
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"4,175.7","1,448,266.5"
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"7,754.8","2,834,241.9"
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"2,684.4","981,083.7"
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.86,"9,544.4","3,495,149.7"
Sep-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,270.7","4,289,878.3"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,94.41,"56,534.3","19,613,121.2"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,0.0,0.0
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,104.50,"10,610.5","3,890,719.9"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,109.25,"14,755.6","6,052,517.3"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,101.79,"57,986.4","21,411,842.7"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,102.80,"58,529.3","22,146,183.9"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,104.93,"85,277.2","32,733,580.0"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,104.50,"237,030.4","91,826,143.3"
Oct-21,Abidjan,Boutique,PASTA,DRY PASTA,TAT MAKARNACILIK SANAYI VE TICARET AS,TAT MAKARNA,TAT MAKARNA SPAGHETTI,500G,SACHET,199.50,"2,824.5","825,814.8"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,89.06,"25,785.5","9,238,290.9"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"97,411.1","30,515,650.3"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"27,275.3","9,968,507.9"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"5,114.0","1,869,095.2"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,99.75,0.0,0.0
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,114.00,"50,639.7","21,151,665.9"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,114.00,"54,450.4","22,743,276.4"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,450G,SACHET,285.00,"15,292.2","6,387,384.2"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,0.0,0.0
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,285.00,"6,016.7","2,513,069.2"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,106.88,"17,448.2","7,162,247.2"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,285.00,"8,523.5","3,560,181.4"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,103.31,"41,314.1","16,816,621.5"
Oct-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,104.50,"29,982.7","12,188,385.7"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,89.06,"16,339.3","5,318,640.2"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"13,360.7","4,185,449.3"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,85.50,"4,499.0","1,409,358.7"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,103.31,"17,687.5","6,586,660.5"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"33,341.2","12,185,482.8"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,101.18,"69,702.5","25,876,855.7"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,0.0,0.0
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,102.60,"113,520.8","44,053,721.9"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,104.93,"195,117.5","75,474,698.9"
Oct-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,92.63,"15,961.9","5,133,039.9"
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,0.0,0.0
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,0.0,0.0
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","3,558.6","982,212.8"
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00",0.0,0.0
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"5,016.7","1,665,669.2"
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","3,558.6","982,212.8"
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"5,486.8","2,005,351.1"
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.86,"24,299.3","8,918,819.6"
Oct-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,214.4","3,013,400.4"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,824.6,"301,393.2"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"1,649.3","602,786.4"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,235.6,"86,112.4"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","1,337.2","385,455.3"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.73,"5,674.3","2,043,118.0"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00",445.7,"131,218.8"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"4,908.6","1,794,007.3"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,101.65,"10,740.3","3,947,841.1"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,294.6,"123,017.6"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.6","1,523,116.2"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI,250G,SACHET,199.50,249.5,"145,857.8"
Oct-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,285.00,"3,172.8","1,325,228.0"
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,92.63,"9,067.8","2,840,608.6"
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,85.50,0.0,0.0
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"1,063.3","372,775.2"
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"6,228.4","2,276,308.4"
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,104.50,"3,645.9","1,451,444.0"
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,102.60,"12,001.0","4,544,685.5"
Oct-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,270.5","4,289,878.3"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"56,535.0","20,417,915.9"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,114.00,0.0,0.0
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,114.00,"11,152.1","4,658,083.5"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,114.00,"17,052.5","7,122,677.9"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,111.15,"91,222.6","36,602,308.2"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,108.66,"73,579.9","30,024,921.7"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,110.11,"69,862.4","27,489,470.2"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,110.61,"201,327.0","81,507,218.8"
Nov-21,Abidjan,Boutique,PASTA,DRY PASTA,TAT MAKARNACILIK SANAYI VE TICARET AS,TAT MAKARNA,TAT MAKARNA SPAGHETTI,500G,SACHET,199.50,"2,824.5","825,827.4"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,92.63,"25,785.8","9,418,054.6"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,99.75,"97,411.9","35,601,892.7"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,109.25,"18,056.2","7,008,622.1"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,114.00,"4,924.5","2,056,878.2"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,99.75,0.0,0.0
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,114.00,"72,042.6","30,091,366.8"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,109.25,"26,263.6","10,551,023.5"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,450G,SACHET,285.00,"45,596.5","19,045,168.8"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,0.0,0.0
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,285.00,0.0,0.0
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,104.50,"18,420.9","7,037,189.9"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,285.00,0.0,0.0
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,102.60,"35,565.5","13,150,689.1"
Nov-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,109.25,"24,986.9","10,284,391.2"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,93.64,"16,339.3","5,661,219.6"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,92.63,"12,104.2","3,847,250.9"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"10,764.2","3,934,072.0"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,108.30,"18,857.0","7,626,110.3"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,109.25,"33,549.6","14,013,336.6"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,106.08,"86,349.4","35,090,773.3"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,0.0,0.0
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,105.45,"94,599.2","37,868,006.6"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,108.82,"189,748.2","76,970,794.8"
Nov-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,92.63,"13,455.7","4,517,614.3"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"1,488.1","543,860.1"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","2,598.4","717,178.2"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,824.00","2,598.4","764,990.1"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"8,184.3","3,101,795.8"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","2,598.4","717,178.2"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,105.45,"25,068.5","10,333,342.8"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,111.15,"8,699.7","3,567,961.6"
Nov-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,214.4","3,013,400.4"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,114.00,0.0,0.0
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,106.88,494.7,"203,874.5"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,105.45,"1,457.7","547,742.7"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,114.00,624.7,"260,959.3"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,966.50","2,363.6","723,074.7"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,104.84,"6,586.0","2,466,880.9"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"2,109.00",590.8,"201,156.1"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,111.96,"4,321.3","1,798,172.7"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,110.20,"9,606.0","3,937,495.2"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,65.1,"27,183.3"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.6","1,523,116.2"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI,250G,SACHET,199.50,249.5,"145,857.8"
Nov-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,285.00,"3,172.8","1,325,228.0"
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"9,067.8","3,314,043.4"
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,85.50,0.0,0.0
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,109.25,"3,861.0","1,598,292.0"
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,105.45,"4,274.7","1,670,287.2"
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,109.25,"3,722.9","1,511,897.9"
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,105.45,"10,342.1","3,966,932.1"
Nov-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,270.5","4,289,878.3"
Dec-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,106.08,"56,533.5","22,848,670.3"
Dec-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,114.00,"22,931.9","9,578,465.8"
Dec-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,114.00,"20,653.9","8,626,962.5"
Dec-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,114.00,"83,527.6","34,888,451.5"
Dec-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,113.05,"81,249.8","33,905,231.5"
Dec-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,112.42,"47,838.2","19,922,098.7"
